sku,product_name,category,warehouse,stock_date,stock_qty,reorder_point,incoming_qty,outgoing_qty,unit_cost,stock_value,days_since_last_stock,is_low_stock,supplier
SKU-01167,Product_123,Home,WH-Bangalore,2023-03-06,335,74,70.0,58,1089.0,143713,55,0,Supplier_13
SKU-00660,Product_385,Books,WH-Mumbai,2023-09-06,35,88,444.0,45,4128.0,141789,23,1,Supplier_29
SKU-00874,Product_87,Electronics,WH-Bangalore,2023-08-16,52,57,230.0,279,451.0,267488,89,0,Supplier_84
SKU-01482,Product_92,Apparel,WH-Delhi,2023-04-27,4,29,374.0,209,2816.0,383197,62,0,Supplier_58
SKU-01953,Product_353,Grocery,WH-Bangalore,2023-08-18,750,27,98.0,329,1925.0,31926,43,0,Supplier_29
SKU-00901,Product_327,Apparel,WH-Mumbai,2023-02-26,866,82,26.0,54,,428353,2,0,
SKU-01775,Product_421,Apparel,WH-Mumbai,2023-09-26,655,21,50.0,99,4775.0,340842,35,1,Supplier_38
SKU-01982,Product_148,Grocery,WH-Delhi,2023-03-01,41,38,332.0,68,3610.0,435518,70,1,Supplier_93
SKU-00179,Product_371,Electronics,WH-Chennai,2023-08-23,163,49,323.0,441,3811.0,103150,56,0,Supplier_73
SKU-01695,Product_160,Home,WH-Chennai,2023-09-14,503,14,336.0,452,1008.0,104396,74,0,Supplier_48
SKU-01642,Product_151,Home,WH-Chennai,2023-05-26,39,53,21.0,262,2675.0,200568,69,0,Supplier_71
SKU-00979,Product_190,Books,WH-Mumbai,2023-10-07,746,98,191.0,261,2660.0,170195,45,1,Supplier_75
SKU-01985,Product_220,Books,WH-Mumbai,2023-03-28,484,18,448.0,245,2492.0,394508,150,1,Supplier_35
SKU-01610,Product_198,Books,WH-DELHI,2023-10-09,192,49,97.0,457,711.0,368933,55,1,Supplier_36
SKU-01960,Product_405,Electronics,WH-Delhi,2023-08-29,683,72,288.0,340,911.0,304882,31,0,Supplier_35
SKU-01975,Product_98,Home,WH-Bangalore,2023-10-29,103,27,399.0,83,1870.0,55451,48,1,Supplier_25
SKU-01506,Product_222,Apparel,WH-Delhi,2024-01-19,410,40,22.0,238,2849.0,425142,55,0,Supplier_42
SKU-01952,Product_253,Home,WH-Chennai,2023-11-11,88,52,240.0,176,1080.0,398560,77,1,Supplier_35
SKU-01198,Product_20,Electronics,WH-Chennai,2023-07-18,403,59,160.0,463,26.0,293933,5,0,Supplier_25
SKU-00291,Product_24,Books,WH-Mumbai,2023-08-01,119,65,374.0,18,3925.0,173200,25,1,Supplier_74
SKU-00030,Product_160,Apparel,WH-Mumbai,2023-11-26,186,89,123.0,171,4686.0,314975,5,1,Supplier_33
SKU-00909,Product_53,Apparel,WH-Delhi,2023-05-11,33,26,343.0,225,748.0,371982,0,0,Supplier_60
SKU-00820,Product_17,Grocery,WH-Mumbai,2023-01-01,635,28,352.0,37,1285.0,175700,6,0,Supplier_88
SKU-01258,Product_292,Books,WH-Delhi,2023-04-01,245,82,471.0,114,1692.0,347619,36,1,Supplier_1
SKU-01502,Product_6,Home,WH-Bangalore,2023-06-05,176,60,347.0,67,1833.0,184239,15,0,Supplier_95
SKU-00731,Product_310,Apparel,WH-Bangalore,2023-07-09,982,58,17.0,182,475.0,278990,59,0,Supplier_30
SKU-00584,Product_63,Home,WH-Bangalore,2024-01-15,293,45,414.0,319,1057.0,390310,40,0,Supplier_46
SKU-01606,Product_287,Apparel,WH-Delhi,2023-08-16,949,15,308.0,278,4559.0,351406,85,0,Supplier_98
SKU-01399,Product_478,Apparel,WH-Mumbai,2023-12-30,983,66,101.0,213,41.0,60646,66,0,Supplier_2
SKU-00489,Product_77,Grocery,WH-Chennai,2023-08-07,694,77,298.0,104,296.0,130527,25,0,Supplier_87
SKU-00540,Product_72,Books,WH-Mumbai,2023-10-03,316,42,343.0,444,2473.0,30563,17,0,Supplier_16
SKU-01610,Product_401,Apparel,WH-Delhi,2023-12-17,561,19,339.0,389,1153.0,19255,49,1,Supplier_79
SKU-01110,Product_276,Electronics,WH-Delhi,2023-03-16,676,20,463.0,439,,349844,8,0,Supplier_6
SKU-00243,Product_345,Home,WH-Mumbai,2023-04-02,672,38,354.0,28,3986.0,13330,84,1,Supplier_89
SKU-00267,Product_441,Grocery,WH-Chennai,,926,16,453.0,249,3998.0,124502,62,0,Supplier_46
SKU-00402,Product_61,Electronics,WH-Bangalore,2023-12-13,135,82,355.0,76,4734.0,413291,70,1,Supplier_89
SKU-00927,Product_47,Grocery,WH-Mumbai,,778,36,49.0,135,2635.0,231474,51,0,Supplier_5
SKU-01955,Product_493,Grocery,WH-Delhi,2024-01-26,876,76,433.0,313,4414.0,242942,83,0,Supplier_5
SKU-01718,Product_190,Home,WH-Chennai,2023-06-08,785,37,106.0,349,4651.0,114577,83,0,Supplier_74
SKU-01148,Product_277,Apparel,WH-Bangalore,2023-05-16,992,83,431.0,250,143.0,332894,30,1,Supplier_82
SKU-00480,Product_115,Grocery,WH-Chennai,2023-02-01,264,23,52.0,154,4154.0,361326,70,0,Supplier_95
SKU-01384,Product_187,Grocery,WH-Mumbai,2023-04-21,734,20,440.0,235,1174.0,249266,10,1,Supplier_22
SKU-00800,Product_87,Home,WH-Bangalore,2023-07-21,132,10,340.0,248,4120.0,450908,63,1,Supplier_59
SKU-01281,Product_275,Home,WH-Chennai,2023-08-08,904,66,444.0,301,3550.0,279490,76,0,Supplier_9
SKU-00543,Product_29,Grocery,WH-Bangalore,2023-04-30,550,89,151.0,98,4500.0,111942,44,1,Supplier_43
SKU-00788,Product_189,Home,WH-Bangalore,2023-10-29,795,99,353.0,98,836.0,364982,50,1,Supplier_94
SKU-01878,Product_320,Electronics,WH-Chennai,2023-05-31,62,58,53.0,396,4690.0,312078,34,0,Supplier_35
SKU-00615,Product_360,Apparel,WH-Delhi,2023-05-19,726,62,91.0,417,4723.0,135258,9,0,Supplier_71
SKU-00666,Product_98,Grocery,WH-Mumbai,2023-01-04,806,91,482.0,202,431.0,482511,15,0,Supplier_90
SKU-01721,Product_393,Books,WH-Bangalore,2023-05-25,646,77,154.0,115,4463.0,212484,31,1,Supplier_23
SKU-00779,Product_267,Electronics,WH-Chennai,,434,10,228.0,11,436.0,362961,45,1,Supplier_16
SKU-01929,Product_347,Apparel,WH-Chennai,2023-01-15,189,39,126.0,17,2792.0,214406,71,0,Supplier_38
SKU-01128,Product_374,Apparel,WH-Chennai,2023-05-30,11,30,351.0,2,4488.0,381804,53,1,Supplier_25
SKU-00095,Product_329,Apparel,WH-Bangalore,2023-06-28,424,20,173.0,434,3084.0,431243,10,1,Supplier_11
SKU-01841,Product_86,Grocery,WH-Chennai,2023-03-18,3,82,178.0,75,1546.0,454126,59,0,Supplier_85
SKU-01169,Product_267,Electronics,WH-Bangalore,2023-06-30,673,64,245.0,280,3527.0,71969,19,1,Supplier_97
SKU-00179,Product_183,Books,WH-Mumbai,2023-12-05,67,46,,414,1373.0,315589,87,1,Supplier_78
SKU-01836,Product_377,Apparel,WH-Delhi,,797,62,379.0,299,567.0,20965,81,1,Supplier_91
SKU-01623,Product_30,Apparel,WH-Delhi,2023-04-12,884,38,12.0,296,1700.0,58525,73,1,Supplier_48
SKU-00994,Product_37,Books,WH-Mumbai,2023-06-22,318,72,7.0,150,3324.0,329701,24,0,Supplier_19
SKU-00010,Product_166,Apparel,WH-Bangalore,2023-09-25,996,47,494.0,308,4694.0,136367,71,1,Supplier_39
SKU-01950,Product_217,Apparel,WH-Bangalore,2024-01-14,758,11,37.0,336,3739.0,-26740,23,0,Supplier_57
SKU-00604,Product_235,Electronics,WH-Chennai,2023-03-20,824,53,3310.0,394,258.0,33718,66,0,Supplier_14
SKU-00892,Product_376,Home,WH-Chennai,2023-01-16,512,79,176.0,283,3373.0,103984,40,0,Supplier_98
SKU-00088,Product_407,Electronics,WH-Bangalore,2023-01-09,863,65,484.0,425,2280.0,344062,82,1,Supplier_91
SKU-00687,Product_369,Home,WH-Chennai,2023-09-14,24,99,293.0,189,1665.0,483552,53,0,Supplier_67
SKU-00380,Product_278,Apparel,WH-Mumbai,2023-12-07,817,78,,315,,95090,23,1,Supplier_42
SKU-01174,Product_35,Electronics,WH-Mumbai,2023-07-14,288,52,173.0,274,310.0,140292,80,1,Supplier_95
SKU-00242,Product_6,Books,WH-Delhi,2023-03-19,51,20,343.0,33,1017.0,90472,45,1,Supplier_49
SKU-01413,Product_207,Electronics,WH-Chennai,2023-09-03,348,82,46.0,380,4335.0,108505,3,1,Supplier_44
SKU-00076,Product_494,Home,WH-Chennai,2023-09-22,889,47,24.0,137,1639.0,414130,12,0,
SKU-00356,Product_353,Books,WH-Bangalore,2024-01-29,138,56,190.0,493,1236.0,271827,59,1,Supplier_88
SKU-00303,Product_147,Books,WH-Mumbai,2023-03-31,499,84,274.0,244,184.0,205983,20,1,Supplier_97
SKU-00068,Product_162,Home,WH-Delhi,2023-12-19,716,12,70.0,465,471.0,284794,29,0,Supplier_17
SKU-01629,Product_327,Electronics,WH-Bangalore,2023-05-16,814,65,490.0,381,1190.0,184182,89,1,Supplier_34
SKU-01038,Product_372,Grocery,WH-Bangalore,2023-08-13,519,79,197.0,433,1573.0,394571,81,0,Supplier_26
SKU-01110,Product_347,Electronics,WH-Chennai,2023-09-08,275,58,355.0,369,350.0,50664,9,1,Supplier_44
SKU-00281,Product_323,Home,WH-Delhi,2023-10-05,835,60,482.0,415,718.0,109992,37,1,Supplier_100
SKU-00994,Product_403,Electronics,WH-Chennai,2023-02-10,319,80,200.0,401,271.0,93584,81,1,Supplier_44
SKU-01963,Product_79,Apparel,WH-Mumbai,2023-02-10,818,19,232.0,293,4951.0,154361,6,0,Supplier_25
SKU-01723,Product_172,Home,WH-Mumbai,2023-07-18,449,62,446.0,104,1071.0,486717,47,0,Supplier_18
SKU-01048,Product_309,Electronics,WH-Chennai,2023-08-10,936,98,472.0,403,4097.0,146067,12,1,Supplier_72
SKU-00017,Product_383,Apparel,WH-Mumbai,2023-09-26,20,83,144.0,473,2832.0,249892,50,1,Supplier_87
SKU-00293,Product_349,Grocery,WH-Chennai,2023-11-07,163,66,383.0,8,253.0,296803,70,1,Supplier_97
SKU-00649,Product_26,Electronics,WH-Mumbai,2023-04-01,81,32,153.0,292,3446.0,217384,43,0,Supplier_27
SKU-00713,Product_100,Grocery,WH-Chennai,2023-12-05,587,10,423.0,278,4033.0,30858,63,0,
SKU-01456,Product_130,Apparel,WH-Bangalore,2023-03-25,978,20,220.0,317,13.0,427115,19,1,Supplier_39
SKU-01316,Product_415,Electronics,WH-Bangalore,2023-08-17,717,33,30.0,409,694.0,422462,40,1,Supplier_45
SKU-00816,Product_383,Books,WH-Delhi,2023-07-30,165,78,150.0,142,3772.0,223826,38,1,Supplier_48
SKU-01956,Product_335,Books,WH-Chennai,2023-12-24,994,71,393.0,341,91.0,258235,50,0,Supplier_43
SKU-00808,Product_350,Books,WH-Delhi,2023-02-08,103,59,269.0,34,2741.0,16369,51,0,Supplier_18
SKU-01974,Product_41,Apparel,WH-Chennai,2024-01-28,595,91,467.0,346,1238.0,130121,27,1,Supplier_36
SKU-01915,Product_476,Electronics,WH-Bangalore,2023-01-08,837,98,190.0,292,476.0,494825,65,0,Supplier_24
SKU-01779,Product_193,Apparel,WH-Delhi,2023-04-28,796,13,254.0,2,1448.0,488855,39,0,Supplier_26
SKU-00128,Product_71,Home,WH-Delhi,2023-08-12,10,24,435.0,264,517.0,154931,48,0,Supplier_30
SKU-00500,Product_65,Apparel,WH-Mumbai,2023-02-23,345,31,373.0,123,2965.0,275044,43,1,Supplier_25
SKU-00597,Product_45,Home,WH-Delhi,2023-06-04,621,47,72.0,117,4810.0,107634,69,1,Supplier_66
SKU-01065,Product_356,Books,WH-Mumbai,2023-11-13,18,67,354.0,374,2138.0,322091,22,0,Supplier_89
SKU-01066,Product_459,Books,WH-Delhi,2023-01-08,411,16,26.0,78,4298.0,174902,14,1,Supplier_37
SKU-00105,Product_360,Apparel,WH-Chennai,2023-05-18,983,97,329.0,77,1381.0,276638,50,1,Supplier_25
SKU-01902,Product_470,Home,WH-Chennai,2023-06-02,902,15,335.0,198,2061.0,73697,44,1,Supplier_74
SKU-00995,Product_332,Home,WH-Delhi,2023-04-14,226,57,124.0,129,721.0,60255,2,0,Supplier_73
SKU-00031,Product_104,Books,WH-Delhi,2024-01-19,968,75,113.0,351,4286.0,170670,30,1,Supplier_38
SKU-01815,Product_119,Grocery,WH-Bangalore,2023-02-19,100,63,51.0,349,2929.0,34648,83,0,Supplier_95
SKU-00125,Product_43,Grocery,WH-Chennai,2024-01-07,300,24,294.0,499,4301.0,432349,8,0,Supplier_56
SKU-00477,Product_389,Grocery,WH-Bangalore,2023-10-03,527,55,322.0,15,-1967.0,349672,0,1,Supplier_60
SKU-01688,Product_89,Electronics,WH-Mumbai,,59,56,275.0,263,1895.0,257078,40,0,Supplier_60
SKU-01573,Product_68,Grocery,WH-Mumbai,2023-08-18,799,68,74.0,438,2476.0,338787,70,1,Supplier_11
SKU-00934,Product_491,Apparel,WH-Delhi,2023-09-30,182,33,7.0,363,2021.0,476510,4,0,Supplier_34
SKU-00585,Product_78,Grocery,WH-Bangalore,2023-01-08,415,39,364.0,244,459.0,278718,58,0,Supplier_77
SKU-01932,Product_60,Books,WH-Mumbai,2023-03-04,628,67,329.0,450,657.0,341616,13,1,Supplier_92
SKU-00074,Product_274,Grocery,WH-Delhi,2023-03-18,200,83,22.0,479,2258.0,303465,63,0,Supplier_52
SKU-01950,Product_354,Home,WH-Mumbai,,640,97,479.0,83,4134.0,220434,3,1,Supplier_75
SKU-00665,Product_325,Grocery,WH-Mumbai,2023-11-15,687,15,435.0,57,-746.0,242161,87,0,Supplier_21
SKU-01936,Product_188,Apparel,WH-Delhi,2023-10-22,272,40,100.0,468,2955.0,249802,26,0,Supplier_27
SKU-01302,Product_14,Grocery,WH-Chennai,2023-08-22,322,25,36.0,213,4831.0,221315,43,0,Supplier_9
SKU-01511,Product_189,Books,WH-Delhi,2023-09-15,389,35,351.0,246,1019.0,317576,0,0,Supplier_26
SKU-00556,Product_277,Electronics,WH-Chennai,2023-06-27,189,27,163.0,265,2654.0,111178,45,1,Supplier_48
SKU-00886,Product_283,Electronics,WH-Chennai,2023-11-28,256,19,,462,2882.0,203946,87,1,Supplier_15
SKU-01025,Product_308,Apparel,WH-Mumbai,2023-06-06,709,41,316.0,443,,97940,59,1,Supplier_75
SKU-00715,Product_277,Grocery,WH-Chennai,2024-02-05,550,96,163.0,141,,248090,12,0,Supplier_91
SKU-00549,Product_355,Home,WH-Chennai,2023-08-10,601,82,486.0,80,1857.0,92998,42,1,
SKU-00510,Product_350,Books,WH-Bangalore,2023-09-23,923,68,142.0,194,2869.0,462966,40,1,Supplier_95
SKU-01826,Product_494,Grocery,WH-Delhi,2023-10-01,69,95,249.0,286,2464.0,344129,2,0,Supplier_4
SKU-00295,Product_325,Apparel,WH-Bangalore,2024-01-07,567,23,67.0,15,4814.0,-11429,86,1,Supplier_60
SKU-01867,Product_383,Electronics,WH-Chennai,2023-09-25,435,26,264.0,315,2013.0,215836,56,1,Supplier_71
SKU-01774,Product_386,Books,WH-Bangalore,2023-08-06,605,43,497.0,220,2045.0,10493,85,0,
SKU-01328,Product_165,Books,WH-Chennai,2023-02-23,437,31,380.0,465,2448.0,53374,68,1,Supplier_77
SKU-01658,Product_46,Books,WH-Delhi,2023-02-17,639,37,462.0,313,512.0,54734,12,1,Supplier_44
SKU-00277,Product_324,Grocery,WH-Mumbai,2023-11-26,261,40,342.0,63,3201.0,331560,70,0,Supplier_59
SKU-01617,Product_251,Grocery,WH-Mumbai,2023-03-11,130,91,281.0,0,2172.0,221137,50,1,Supplier_92
SKU-00001,Product_184,Home,WH-Bangalore,2023-06-04,49,19,352.0,58,771.0,137142,16,1,Supplier_71
SKU-00949,Product_107,Books,WH-Delhi,2023-01-25,983,89,179.0,84,1899.0,490969,63,0,Supplier_24
SKU-01864,Product_487,Electronics,WH-Mumbai,2023-04-04,525,32,271.0,45,3564.0,279493,52,1,Supplier_44
SKU-00966,Product_191,Books,WH-Delhi,2023-01-11,830,39,342.0,386,640.0,286202,55,0,Supplier_14
SKU-01886,Product_270,Home,WH-Mumbai,2023-10-31,149,86,148.0,108,4165.0,361931,83,0,Supplier_69
SKU-00089,Product_207,Books,WH-Mumbai,2023-12-10,691,12,128.0,496,725.0,297067,62,0,Supplier_23
SKU-00476,Product_188,Apparel,WH-Chennai,2023-08-05,697,13,383.0,187,1899.0,200631,8,1,Supplier_4
SKU-00995,Product_316,Books,WH-Chennai,2023-02-21,602,92,279.0,426,54.0,375630,49,1,Supplier_89
SKU-01354,Product_78,Books,WH-Delhi,2023-02-17,295,56,382.0,434,3623.0,207249,11,1,Supplier_45
SKU-01563,Product_26,Home,WH-Delhi,2023-07-07,930,57,415.0,384,2368.0,194295,30,1,Supplier_47
SKU-00909,Product_48,Grocery,WH-Delhi,2023-11-12,37,67,,12,1442.0,119459,23,0,Supplier_53
SKU-00358,Product_247,Electronics,WH-Delhi,2023-08-05,281,12,,141,617.0,346989,60,1,Supplier_37
SKU-00104,Product_145,Books,WH-Bangalore,2023-01-24,831,99,82.0,318,784.0,454734,480,0,Supplier_45
SKU-00914,Product_218,Electronics,WH-Chennai,2023-05-16,328,74,240.0,10,2243.0,170092,67,1,Supplier_4
SKU-00161,Product_243,Grocery,WH-Delhi,2023-09-30,940,10,111.0,187,1718.0,425783,20,0,Supplier_56
SKU-01582,Product_181,Apparel,WH-Mumbai,2023-05-11,632,48,326.0,230,4483.0,356153,44,1,Supplier_93
SKU-00384,Product_112,Apparel,WH-Mumbai,2023-03-22,548,97,184.0,122,4900.0,398187,71,0,Supplier_64
SKU-01426,Product_5,Home,WH-Bangalore,2023-04-23,533,57,185.0,117,2916.0,64914,40,1,Supplier_89
SKU-00360,Product_238,Grocery,WH-Bangalore,2023-01-06,492,14,,497,1523.0,423280,72,1,Supplier_35
SKU-01001,Product_198,Electronics,WH-Delhi,,352,58,114.0,194,637.0,13440,86,0,Supplier_54
SKU-01504,Product_353,Books,WH-Mumbai,,105,71,397.0,60,973.0,207427,14,0,Supplier_99
SKU-01929,Product_336,Grocery,WH-Mumbai,2023-03-23,771,18,102.0,5,333.0,137597,78,1,Supplier_14
SKU-01983,Product_75,Home,WH-Chennai,2023-07-21,775,77,107.0,248,4867.0,195053,34,0,Supplier_36
SKU-01080,Product_476,Grocery,WH-Chennai,2023-06-17,740,14,486.0,412,895.0,196628,53,0,Supplier_95
SKU-00323,Product_49,Home,WH-Delhi,2023-10-02,737,34,59.0,190,3628.0,414113,8,1,Supplier_52
SKU-01094,Product_250,Grocery,WH-Chennai,2023-09-16,636,94,470.0,9,1725.0,377289,74,1,Supplier_53
SKU-00669,Product_475,Electronics,WH-Mumbai,2023-11-26,825,98,359.0,88,1904.0,70342,77,1,Supplier_33
SKU-01695,Product_251,Apparel,WH-Chennai,2024-02-01,16,76,301.0,250,4498.0,470703,32,1,Supplier_49
SKU-00010,Product_402,Home,WH-Delhi,2023-12-05,303,93,258.0,411,3618.0,303766,23,0,Supplier_59
SKU-00177,Product_368,Electronics,WH-Chennai,2023-02-28,173,16,317.0,420,91.0,161158,43,0,Supplier_54
SKU-01847,Product_456,Books,WH-Bangalore,2023-09-23,328,92,228.0,360,739.0,318807,30,1,Supplier_83
SKU-00295,Product_60,Books,WH-Mumbai,2023-12-16,69,64,368.0,234,1859.0,368083,17,0,Supplier_28
SKU-01478,Product_172,Books,WH-Mumbai,2023-08-12,398,71,423.0,333,3557.0,423468,44,0,Supplier_6
SKU-01888,Product_398,Books,WH-Mumbai,2023-07-18,894,82,1120.0,42,699.0,83616,28,1,Supplier_30
SKU-01819,Product_417,Books,WH-Bangalore,2023-12-02,532,66,21.0,227,4410.0,288484,43,0,Supplier_79
SKU-01355,Product_395,Apparel,WH-Delhi,,374,84,408.0,482,4363.0,15525,57,0,Supplier_84
SKU-00563,Product_75,Apparel,WH-Delhi,2023-08-01,417,62,207.0,125,1604.0,411456,30,0,Supplier_65
SKU-00698,Product_271,Books,WH-Chennai,2023-10-20,349,43,446.0,227,2765.0,273261,33,1,Supplier_98
SKU-01749,Product_262,Grocery,WH-Chennai,2023-10-24,938,93,125.0,141,1477.0,334230,20,1,Supplier_15
SKU-00523,Product_136,Apparel,WH-Delhi,2023-05-29,817,30,301.0,106,2155.0,339775,31,1,Supplier_13
SKU-01665,Product_218,Home,WH-Delhi,2023-08-08,633,70,97.0,334,1283.0,64945,69,1,Supplier_32
SKU-00220,Product_82,Apparel,WH-Chennai,2023-01-04,988,64,236.0,316,2837.0,437532,59,1,Supplier_25
SKU-01284,Product_143,Grocery,WH-Bangalore,2023-08-20,112,14,215.0,181,35.0,117057,51,0,Supplier_36
SKU-00388,Product_167,Home,WH-Delhi,2023-05-15,898,49,214.0,299,2511.0,57403,30,0,Supplier_48
SKU-00573,Product_49,Apparel,WH-Chennai,2024-01-24,779,61,269.0,338,1222.0,319231,55,1,Supplier_30
SKU-00212,Product_197,Grocery,WH-Mumbai,2023-08-28,213,99,443.0,381,1304.0,420280,38,1,Supplier_59
SKU-00651,Product_214,Books,WH-Bangalore,2023-10-11,351,25,280.0,373,4869.0,349387,19,0,Supplier_33
SKU-01263,Product_150,Books,WH-Bangalore,2023-06-07,204,21,159.0,483,3697.0,390402,36,0,Supplier_58
SKU-01292,Product_111,Grocery,WH-Mumbai,2023-09-16,77,70,25.0,91,725.0,197836,31,0,Supplier_5
SKU-01250,Product_327,Apparel,WH-Mumbai,2023-02-04,693,31,,75,,379947,73,1,Supplier_76
SKU-00804,Product_241,Electronics,WH-Mumbai,2023-11-22,967,82,80.0,131,4564.0,198589,56,0,Supplier_87
SKU-00031,Product_283,Home,WH-Chennai,,112,42,204.0,149,3191.0,431414,57,1,Supplier_10
SKU-00062,Product_86,Grocery,WH-Delhi,2023-01-17,732,66,473.0,77,1176.0,140965,2,0,Supplier_100
SKU-00541,Product_434,Apparel,WH-Delhi,,709,22,363.0,274,873.0,176558,4,0,Supplier_94
SKU-01764,Product_246,Books,WH-Delhi,2024-01-12,300,72,142.0,465,3920.0,381591,84,0,Supplier_22
SKU-01997,Product_257,Grocery,WH-Chennai,2023-03-09,578,78,208.0,240,4891.0,40287,34,1,Supplier_24
SKU-00142,Product_367,Home,WH-Bangalore,2023-06-11,608,45,212.0,203,3842.0,403653,10,0,Supplier_18
SKU-01849,Product_350,Electronics,WH-Bangalore,2023-05-12,39,31,300.0,167,2397.0,319885,44,0,Supplier_100
SKU-01234,Product_123,Apparel,WH-Delhi,2023-06-30,756,52,85.0,128,188.0,115375,65,1,Supplier_51
SKU-00268,Product_406,Home,WH-Mumbai,2023-12-29,665,99,,198,1191.0,445852,56,0,Supplier_76
SKU-01814,Product_106,Home,WH-Chennai,2023-01-23,181,33,142.0,338,1003.0,10488,5,0,Supplier_17
SKU-01160,Product_224,Apparel,WH-Chennai,2023-10-13,708,66,60.0,440,3580.0,106291,2,1,Supplier_5
SKU-01980,Product_160,Books,WH-Mumbai,2023-05-02,183,62,149.0,233,1504.0,425028,43,0,Supplier_76
SKU-01044,Product_211,Electronics,WH-Chennai,2023-01-28,892,17,487.0,366,3015.0,386079,74,0,Supplier_10
SKU-01512,Product_263,Books,WH-Delhi,2023-01-02,223,41,86.0,30,3670.0,177423,21,0,Supplier_63
SKU-00784,Product_389,Grocery,WH-Bangalore,2023-03-27,795,94,57.0,107,4021.0,322194,3,1,Supplier_33
SKU-01753,Product_129,Electronics,WH-Bangalore,2023-04-19,99,56,219.0,333,2662.0,161602,18,1,Supplier_94
SKU-01231,Product_29,Home,WH-Bangalore,2023-01-21,446,19,104.0,158,2256.0,465889,38,1,Supplier_41
SKU-01834,Product_10,Books,WH-Delhi,2023-11-03,921,19,4.0,437,776.0,33299,3,0,Supplier_46
SKU-01425,Product_111,Books,WH-Chennai,2023-08-12,211,32,391.0,463,3421.0,93698,18,1,Supplier_86
SKU-01559,Product_67,Apparel,WH-Bangalore,2024-01-10,563,71,138.0,97,4951.0,173413,20,1,Supplier_86
SKU-01952,Product_215,Electronics,WH-Chennai,2023-11-13,722,98,326.0,351,3323.0,227387,73,0,Supplier_36
SKU-00056,Product_284,Grocery,WH-Bangalore,2023-07-09,458,87,329.0,137,915.0,66946,89,1,Supplier_80
SKU-00051,Product_124,Grocery,WH-Mumbai,2023-11-27,190,80,55.0,77,2698.0,187453,4,0,Supplier_94
SKU-00360,Product_88,Grocery,WH-Delhi,2023-12-05,565,14,60.0,145,2947.0,185770,23,0,Supplier_44
SKU-01777,Product_80,Grocery,WH-Delhi,2023-09-05,191,25,368.0,193,,453021,24,1,Supplier_22
SKU-01983,Product_52,Books,WH-Chennai,2024-01-02,34,16,289.0,381,2584.0,244426,17,1,Supplier_37
SKU-01845,Product_51,Home,WH-Delhi,2023-12-22,158,95,341.0,282,2976.0,365947,34,1,Supplier_93
SKU-00338,Product_44,Home,WH-Bangalore,2023-09-03,715,52,194.0,355,4972.0,121687,31,1,Supplier_29
SKU-01183,Product_83,Grocery,WH-Bangalore,2023-06-05,886,80,436.0,336,4651.0,455616,12,1,Supplier_26
SKU-00823,Product_240,Electronics,WH-Delhi,2023-11-13,532,90,443.0,327,3124.0,282401,75,0,Supplier_28
SKU-01299,Product_353,Apparel,WH-Mumbai,2023-05-26,268,90,399.0,201,4401.0,43023,81,1,Supplier_7
SKU-00502,Product_226,Apparel,WH-Chennai,2023-12-28,414,88,203.0,248,1686.0,462374,14,1,Supplier_24
SKU-01951,Product_27,Grocery,WH-Chennai,2023-07-31,926,98,427.0,222,2684.0,13944,74,1,Supplier_32
SKU-00276,Product_176,Apparel,WH-Mumbai,2023-11-18,550,93,195.0,477,1600.0,7354,26,0,Supplier_47
SKU-01140,Product_351,Electronics,WH-Mumbai,2023-07-20,870,95,188.0,114,397.0,28237,18,0,Supplier_79
SKU-01304,Product_178,Home,WH-Chennai,2023-03-10,261,77,398.0,184,2378.0,145806,51,0,Supplier_84
SKU-00112,Product_205,Home,WH-Mumbai,2023-04-24,896,43,314.0,187,1022.0,492999,68,1,Supplier_12
SKU-01891,Product_342,Grocery,WH-Delhi,2023-08-29,30,31,18.0,377,4339.0,30661,59,0,Supplier_34
SKU-00570,Product_202,Grocery,WH-Bangalore,2023-06-26,621,32,201.0,226,4003.0,209506,37,1,Supplier_62
SKU-01632,Product_2,Apparel,WH-Bangalore,2023-08-01,455,77,216.0,387,3330.0,498044,78,0,Supplier_74
SKU-01525,Product_60,Home,WH-Mumbai,2023-08-18,593,97,468.0,473,623.0,241159,4,1,Supplier_91
SKU-00108,Product_424,Electronics,WH-Chennai,2023-12-05,236,97,433.0,146,,464000,39,1,Supplier_97
SKU-01354,Product_349,Grocery,WH-Mumbai,2023-11-13,599,20,126.0,437,3194.0,91770,64,0,Supplier_50
SKU-00294,Product_57,Electronics,WH-Chennai,2023-08-05,321,53,324.0,487,3174.0,231287,21,0,Supplier_65
SKU-01097,Product_21,Electronics,WH-Chennai,2023-08-16,846,24,174.0,242,4629.0,259369,34,1,Supplier_43
SKU-01223,Product_116,Books,WH-Chennai,2023-05-31,210,19,324.0,265,4616.0,484702,4,0,Supplier_29
SKU-01248,Product_142,Electronics,WH-Bangalore,2023-03-29,618,21,474.0,489,770.0,375093,37,1,Supplier_97
SKU-01621,Product_19,Grocery,WH-Mumbai,2023-08-26,647,97,480.0,228,4202.0,84178,5,0,Supplier_57
SKU-01730,Product_192,Home,WH-Mumbai,2023-09-03,752,96,172.0,163,3687.0,251630,8,0,Supplier_70
SKU-01529,Product_42,Grocery,WH-Bangalore,2023-07-14,625,41,365.0,193,3961.0,36547,16,1,Supplier_67
