customer_id,plan,status,signup_date,tenure_months,mrr,engagement_score,support_tickets,last_active_date
CUST-00359,Starter,Active,2022-09-23,27,27,39.0,11,2024-11-27
CUST-00360,Enterprise,Trial,2022-09-16,27,996,14.0,5,2023-09-09
CUST-00361,Growth,Active,2023-07-29,17,103,35.0,6,2024-05-07
CUST-00362,Enterprise,Active,2024-11-10,1,1000,4.0,12,2024-12-25
CUST-00363,Enterprise,Active,2022-07-18,29,1003,53.0,0,2023-06-05
CUST-00364,Enterprise,Active,2022-05-08,32,1003,90.0,13,2024-06-26
CUST-00365,Starter,Churned,2022-09-01,28,26,29.0,12,2024-02-18
CUST-00366,Starter,Churned,2023-04-21,20,28,5.0,13,2024-03-06
CUST-00367,Enterprise,Active,2022-11-02,26,999,96.0,0,2023-01-30
CUST-00368,Professional,Active,2022-02-16,34,299,5.0,8,2023-05-25
CUST-00369,Growth,Churned,2022-09-30,27,97,22.0,14,2024-02-21
CUST-00370,Professional,Active,2022-06-16,30,300,77.0,1,2023-09-20
CUST-00371,Starter,Active,2024-07-30,5,29,53.0,7,2024-11-03
CUST-00372,Enterprise,Active,2024-08-08,4,999,68.0,14,2024-11-30
CUST-00373,Starter,Trial,2022-06-12,31,24,3.0,2,2024-12-16
CUST-00374,Growth,Churned,2024-04-03,9,102,38.0,6,2024-06-21
CUST-00375,Professional,Churned,2024-11-10,1,300,2.0,11,2024-12-29
CUST-00376,Enterprise,Churned,2022-05-26,31,998,13.0,12,2024-12-08
CUST-00377,Growth,Active,2024-08-29,4,95,20.0,0,2024-12-20
CUST-00378,Growth,Churned,2024-04-24,8,102,11.0,7,2024-10-10
CUST-00379,Growth,Active,2022-01-20,35,95,41.0,6,2022-04-19
CUST-00380,Growth,Active,2022-11-21,25,102,4.0,10,2023-06-08
CUST-00381,Starter,Churned,2024-03-13,9,27,31.0,1,2024-06-16
CUST-00382,Enterprise,Churned,2023-04-11,21,998,30.0,11,2024-06-21
CUST-00383,Professional,Churned,2023-03-12,22,295,23.0,10,2024-08-25
CUST-00384,Professional,Active,2024-07-02,6,297,25.0,6,2024-08-31
CUST-00385,Growth,Active,2022-11-28,25,95,72.0,8,2023-06-28
CUST-00386,Professional,Active,2023-12-19,12,299,36.0,5,2024-11-19
CUST-00387,Growth,Active,2024-05-26,7,96,78.0,10,2024-09-11
CUST-00388,Starter,Active,2024-07-09,5,27,90.0,6,2024-10-03
CUST-00389,Growth,Active,2023-12-30,12,98,,11,2024-08-21
CUST-00390,Growth,Active,2023-08-13,16,101,60.0,10,2023-08-23
CUST-00391,Enterprise,Active,2023-01-28,23,997,4.0,10,2024-02-17
CUST-00392,Professional,Active,2024-11-03,1,296,2.0,0,2024-12-11
CUST-00393,Professional,Trial,2023-10-31,14,297,85.0,3,2023-11-20
CUST-00394,Professional,Churned,2022-11-28,25,297,30.0,10,2024-10-24
CUST-00395,Starter,Active,2023-02-21,22,25,79.0,7,2023-10-31
CUST-00396,Enterprise,Active,2024-07-22,5,995,27.0,4,2024-12-27
CUST-00397,Starter,Active,2022-10-05,27,32,93.0,4,2024-04-30
CUST-00398,Professional,Trial,2024-09-22,3,294,25.0,9,2024-12-09
CUST-00399,Enterprise,Active,2022-11-03,26,1002,48.0,10,2023-03-05
CUST-00400,Enterprise,Active,2022-12-31,24,994,19.0,8,2023-08-05
CUST-00401,Starter,Churned,2024-12-27,0,25,7.0,12,2024-12-27
CUST-00402,Growth,Active,2024-07-04,6,100,4.0,4,2024-07-26
CUST-00403,Professional,Churned,2022-12-18,24,302,13.0,10,2023-04-23
CUST-00404,Growth,Active,2024-05-22,7,99,77.0,14,2024-07-27
CUST-00405,Enterprise,Active,2022-04-29,32,995,27.0,6,2023-02-12
CUST-00406,Professional,Active,2023-05-28,19,303,46.0,14,2024-05-04
CUST-00407,Growth,Churned,2023-07-04,18,98,25.0,12,2024-02-20
CUST-00408,Professional,Active,2024-11-10,1,295,80.0,6,2024-12-31
CUST-00409,Professional,Active,2022-08-19,28,298,33.0,11,2023-09-04
CUST-00410,Professional,Active,2024-10-13,2,294,69.0,0,2024-10-13
CUST-00411,Professional,Churned,2023-06-08,19,302,11.0,8,2023-09-03
CUST-00412,Growth,Active,2023-04-13,20,101,95.0,4,2023-05-22
CUST-00413,Professional,Churned,2023-04-12,20,302,18.0,11,2023-12-12
CUST-00414,Professional,Trial,2024-06-11,6,296,64.0,12,2024-09-26
CUST-00415,Professional,Churned,2022-10-29,26,296,20.0,1,2024-01-08
CUST-00416,Growth,Churned,2023-12-27,12,103,36.0,0,2024-07-25
CUST-00417,Growth,Active,2024-01-06,12,100,18.0,12,2024-10-07
CUST-00418,Professional,Active,2024-03-06,10,301,12.0,14,2024-05-20
CUST-00419,Professional,Active,2022-04-02,33,296,67.0,11,2023-09-05
CUST-00420,Starter,Active,2023-10-22,14,33,23.0,3,2024-06-04
CUST-00421,Starter,Active,2023-12-22,12,32,65.0,12,2024-10-18
CUST-00422,Growth,Active,2024-03-19,9,98,69.0,14,2024-04-20
CUST-00423,Enterprise,Active,2023-08-14,16,1000,49.0,12,2024-11-27
CUST-00424,Professional,Active,2022-01-12,36,301,87.0,7,2024-08-31
CUST-00425,Enterprise,Active,2022-09-29,27,994,11.0,13,2023-06-12
CUST-00426,Professional,Churned,2024-11-09,1,296,38.0,6,2024-12-10
CUST-00427,Enterprise,Churned,2023-07-06,18,996,9.0,14,2024-06-19
CUST-00428,Professional,Churned,2023-12-23,12,298,23.0,13,2024-01-21
CUST-00429,Enterprise,Trial,2024-11-17,1,1000,85.0,3,2024-11-21
CUST-00430,Professional,Active,2024-06-09,6,302,20.0,11,2024-08-16
CUST-00431,Professional,Active,2022-11-05,26,300,34.0,7,2023-07-31
CUST-00432,Professional,Active,2022-09-07,28,297,,4,2022-10-20
CUST-00433,Enterprise,Active,2023-12-06,13,994,63.0,13,2024-11-09
CUST-00434,Growth,Churned,2023-03-28,21,97,4.0,1,2023-11-20
CUST-00435,Enterprise,Active,2022-08-01,29,998,39.0,3,2024-06-17
CUST-00436,Growth,Active,2024-12-21,0,99,75.0,3,2024-12-22
CUST-00437,Starter,Active,2024-06-18,6,26,16.0,9,2024-11-11
CUST-00438,Starter,Active,2024-12-05,0,24,43.0,7,2024-12-13
CUST-00439,Growth,Active,2024-10-14,2,99,97.0,3,2024-12-25
CUST-00440,Professional,Active,2024-02-05,11,297,6.0,2,2024-05-09
CUST-00441,Growth,Active,2024-03-24,9,98,6.0,10,2024-06-16
CUST-00442,Professional,Active,2023-03-01,22,298,66.0,5,2023-03-04
CUST-00443,Professional,Trial,2022-01-14,36,301,88.0,13,2023-12-21
CUST-00444,Starter,Trial,2023-04-25,20,29,3.0,12,2023-10-22
CUST-00445,Enterprise,Active,2024-09-30,3,1001,49.0,6,2024-10-23
CUST-00446,Professional,Active,2023-09-11,15,301,5.0,14,2024-04-03
CUST-00447,Enterprise,Active,2023-04-23,20,997,64.0,4,2023-06-03
CUST-00448,Enterprise,Churned,2023-11-17,13,994,6.0,11,2024-08-08
CUST-00449,Growth,Active,2024-09-01,4,103,21.0,4,2024-09-12
CUST-00450,Growth,Active,2023-11-27,13,102,47.0,11,2024-09-29
CUST-00451,Enterprise,Active,2023-03-20,21,1002,56.0,9,2024-03-23
CUST-00452,Enterprise,Active,2024-01-23,11,1002,85.0,1,2024-11-15
CUST-00453,Growth,Active,2022-06-27,30,95,16.0,2,2024-07-31
CUST-00454,Enterprise,Active,2024-08-29,4,994,31.0,11,2024-10-13
CUST-00455,Enterprise,Churned,2022-03-19,33,999,23.0,9,2023-12-11
CUST-00456,Growth,Active,2022-01-08,36,99,17.0,11,2023-01-14
CUST-00457,Professional,Active,2022-06-02,31,294,48.0,5,2022-08-30
CUST-00458,Enterprise,Active,2022-10-03,27,1000,48.0,0,2023-08-25
CUST-00459,Enterprise,Active,2024-02-17,10,1001,5.0,2,2024-07-22
CUST-00460,Starter,Active,2023-02-28,22,29,28.0,14,2024-08-06
CUST-00461,Enterprise,Trial,2024-05-18,7,1003,54.0,0,2024-05-20
CUST-00462,Professional,Active,2024-08-28,4,299,64.0,14,2024-12-13
CUST-00463,Starter,Churned,2024-06-20,6,24,21.0,14,2024-10-03
CUST-00464,Enterprise,Active,2022-06-25,30,998,6.0,9,2022-08-04
CUST-00465,Starter,Churned,2022-09-02,28,33,14.0,6,2022-12-26
CUST-00466,Starter,Churned,2022-12-18,24,30,24.0,14,2024-05-02
CUST-00467,Enterprise,Active,2022-08-07,29,1000,5.0,8,2023-03-02
CUST-00468,Enterprise,Churned,2022-10-21,26,997,10.0,8,2024-06-08
CUST-00469,Growth,Active,2023-02-15,22,100,27.0,2,2024-12-28
CUST-00470,Professional,Active,2024-05-30,7,299,6.0,12,2024-08-25
CUST-00471,Professional,Active,2022-05-16,32,294,46.0,8,2024-08-01
CUST-00472,Growth,Churned,2023-06-29,18,103,31.0,10,2024-12-28
CUST-00473,Professional,Churned,2022-03-09,34,300,6.0,13,2024-01-05
CUST-00474,Enterprise,Active,2023-04-06,21,997,49.0,14,2023-04-10
CUST-00475,Enterprise,Active,2024-06-22,6,1002,21.0,8,2024-08-17
CUST-00476,Professional,Active,2022-02-18,34,300,36.0,10,2024-08-05
CUST-00477,Growth,Active,2022-10-28,26,95,72.0,13,2024-06-26
CUST-00478,Professional,Churned,2024-02-14,10,302,23.0,11,2024-07-10
CUST-00479,Starter,Churned,2024-09-28,3,27,24.0,12,2024-10-12
CUST-00480,Growth,Active,2024-03-11,9,94,,9,2024-06-29
CUST-00481,Starter,Trial,2024-10-27,2,33,55.0,12,2024-12-12
CUST-00482,Growth,Churned,2023-12-19,12,99,13.0,13,2024-10-09
CUST-00483,Growth,Active,2022-10-18,26,94,86.0,6,2024-04-04
CUST-00484,Starter,Active,2024-12-02,0,30,93.0,7,2024-12-04
CUST-00485,Enterprise,Churned,2024-12-24,0,999,2.0,6,2024-12-26
CUST-00486,Growth,Active,2022-12-04,25,94,33.0,5,2024-07-07
CUST-00487,Professional,Active,2023-07-24,17,299,1.0,7,2024-08-21
CUST-00488,Starter,Churned,2024-09-06,3,32,8.0,10,2024-11-15
CUST-00489,Professional,Active,2022-08-05,29,294,91.0,12,2023-07-06
CUST-00490,Enterprise,Churned,2024-01-10,11,1001,,2,2024-01-27
CUST-00491,Professional,Active,2022-01-29,35,300,79.0,11,2023-11-29
CUST-00492,Starter,Active,2023-03-24,21,32,14.0,10,2023-07-21
CUST-00493,Growth,Active,2022-12-12,25,96,12.0,10,2023-05-01
CUST-00494,Growth,Active,2024-05-19,7,96,40.0,0,2024-08-31
CUST-00495,Enterprise,Active,2023-03-06,22,994,18.0,9,2024-04-28
CUST-00496,Growth,Churned,2024-09-10,3,94,22.0,9,2024-11-14
CUST-00497,Enterprise,Trial,2022-04-27,32,1002,8.0,2,2023-11-10
CUST-00498,Growth,Active,2022-04-24,32,94,79.0,5,2024-05-05
CUST-00499,Starter,Trial,2022-10-26,26,30,50.0,10,2023-04-04
CUST-00500,Growth,Active,2022-11-23,25,102,84.0,9,2023-09-20
CUST-00501,Starter,Trial,2022-11-25,25,30,66.0,1,2024-09-08
CUST-00502,Professional,Churned,2024-05-08,7,299,2.0,14,2024-06-26
CUST-00503,Enterprise,Active,2024-04-10,8,996,9.0,12,2024-06-21
CUST-00504,Enterprise,Active,2024-11-11,1,1000,63.0,12,2024-11-30
CUST-00505,Starter,Churned,2024-10-18,2,33,37.0,7,2024-10-24
CUST-00506,Enterprise,Active,2023-02-02,23,997,7.0,12,2024-05-18
CUST-00507,Starter,Active,2022-05-30,31,32,46.0,1,2023-10-13
CUST-00508,Professional,Active,2024-01-17,11,296,92.0,3,2024-12-13
CUST-00509,Growth,Active,2022-02-06,35,103,68.0,13,2024-10-07
CUST-00510,Starter,Churned,2023-03-13,21,33,30.0,14,2023-09-16
CUST-00511,Professional,Active,2024-09-17,3,302,22.0,8,2024-12-27
CUST-00512,Starter,Active,2024-12-21,0,32,31.0,2,2024-12-24
CUST-00513,Professional,Trial,2024-10-12,2,299,,10,2024-11-24
CUST-00514,Professional,Active,2022-01-11,36,294,51.0,6,2022-11-10
CUST-00515,Starter,Active,2024-06-04,7,30,71.0,9,2024-10-09
CUST-00516,Growth,Active,2022-01-31,35,102,48.0,0,2024-06-11
CUST-00517,Starter,Active,2024-03-09,9,25,46.0,2,2024-03-21
CUST-00518,Enterprise,Trial,2023-01-05,24,995,82.0,14,2023-08-06
CUST-00519,Enterprise,Active,2023-11-24,13,996,94.0,6,2024-02-05
CUST-00520,Starter,Active,2024-11-14,1,28,25.0,11,2024-11-20
CUST-00521,Starter,Trial,2023-09-24,15,31,98.0,4,2024-08-06
CUST-00522,Starter,Churned,2022-04-04,33,24,11.0,4,2024-10-22
CUST-00523,Starter,Churned,2024-07-08,5,32,27.0,8,2024-07-30
CUST-00524,Starter,Churned,2022-08-23,28,26,11.0,13,2023-02-25
CUST-00525,Enterprise,Churned,2024-06-17,6,999,22.0,13,2024-09-26
CUST-00526,Starter,Churned,2022-08-27,28,32,22.0,2,2024-03-18
CUST-00527,Growth,Active,2023-01-27,23,100,30.0,0,2024-12-07
CUST-00528,Starter,Active,2023-02-26,22,26,3.0,14,2023-06-06
CUST-00529,Growth,Active,2022-06-01,31,94,97.0,12,2022-06-15
CUST-00530,Growth,Active,2024-09-14,3,101,8.0,8,2024-10-23
CUST-00531,Starter,Active,2022-05-09,32,33,70.0,11,2023-04-10
CUST-00532,Enterprise,Active,2024-09-24,3,1001,93.0,3,2024-10-22
CUST-00533,Growth,Trial,2022-06-03,31,98,8.0,1,2024-11-20
CUST-00534,Growth,Active,2024-09-30,3,103,84.0,0,2024-12-19
CUST-00535,Growth,Active,2023-05-22,19,101,,1,2023-09-11
CUST-00536,Starter,Active,2022-07-10,30,25,43.0,4,2023-08-06
CUST-00537,Growth,Churned,2023-08-04,17,94,30.0,11,2023-09-28
CUST-00538,Enterprise,Active,2023-05-18,19,1001,87.0,9,2024-07-02
CUST-00539,Professional,Active,2023-11-29,13,299,65.0,10,2024-07-05
CUST-00540,Growth,Active,2022-03-18,33,102,87.0,2,2023-06-10
CUST-00541,Professional,Active,2022-08-10,29,297,99.0,3,2024-07-22
CUST-00542,Growth,Churned,2022-11-15,25,94,15.0,4,2024-07-06
CUST-00543,Growth,Active,2024-11-08,1,98,41.0,4,2024-11-16
CUST-00544,Enterprise,Active,2022-03-25,33,994,75.0,6,2022-10-04
CUST-00545,Professional,Active,2023-06-16,18,297,23.0,9,2023-06-21
CUST-00546,Starter,Active,2024-06-08,6,25,16.0,1,2024-07-02
CUST-00547,Enterprise,Active,2023-02-24,22,1000,51.0,6,2023-10-07
CUST-00548,Growth,Trial,2024-07-12,5,96,55.0,4,2024-12-31
CUST-00549,Starter,Churned,2023-10-03,15,30,20.0,0,2024-09-11
CUST-00550,Enterprise,Active,2023-11-24,13,1001,58.0,9,2024-06-25
CUST-00551,Professional,Active,2022-07-26,29,295,57.0,14,2022-12-13
CUST-00552,Growth,Active,2023-11-09,13,99,22.0,9,2024-07-14
CUST-00553,Enterprise,Trial,2022-01-14,36,994,68.0,5,2022-08-31
CUST-00554,Professional,Active,2023-07-04,18,299,38.0,6,2023-11-07
CUST-00555,Enterprise,Active,2023-03-29,21,1002,67.0,3,2023-05-07
CUST-00556,Enterprise,Churned,2022-06-10,31,994,20.0,5,2022-11-25
CUST-00557,Growth,Active,2022-12-09,25,96,25.0,10,2024-03-02
CUST-00558,Professional,Active,2022-03-20,33,294,49.0,1,2024-08-19
CUST-00559,Growth,Churned,2023-07-13,17,99,27.0,8,2024-05-08
CUST-00560,Enterprise,Active,2023-02-23,22,1001,21.0,7,2024-07-02
CUST-00561,Growth,Trial,2024-07-26,5,98,79.0,9,2024-11-24
CUST-00562,Starter,Active,2023-10-28,14,33,67.0,6,2024-05-01
CUST-00563,Starter,Churned,2023-10-22,14,29,5.0,7,2024-02-01
CUST-00564,Enterprise,Active,2022-07-23,29,1001,69.0,9,2023-03-13
CUST-00565,Starter,Churned,2022-08-01,29,30,36.0,6,2024-12-25
CUST-00566,Enterprise,Active,2022-09-19,27,999,13.0,1,2024-09-17
CUST-00567,Starter,Churned,2022-01-09,36,25,29.0,9,2024-03-13
CUST-00568,Professional,Active,2024-09-14,3,300,3.0,2,2024-09-26
CUST-00569,Enterprise,Active,2024-05-07,7,995,48.0,12,2024-10-01
CUST-00570,Starter,Active,2024-03-02,10,33,47.0,9,2024-03-26
CUST-00571,Professional,Active,2023-03-05,22,299,32.0,14,2023-12-05
CUST-00572,Growth,Active,2024-03-18,9,99,70.0,14,2024-11-14
CUST-00573,Professional,Active,2024-07-16,5,301,88.0,1,2024-09-08
CUST-00574,Growth,Active,2024-09-13,3,102,22.0,10,2024-09-22
CUST-00575,Professional,Active,2024-05-04,8,298,63.0,1,2024-06-02
CUST-00576,Growth,Active,2022-10-04,27,103,1.0,2,2024-12-13
CUST-00577,Enterprise,Active,2022-09-07,28,1003,56.0,6,2024-09-08
CUST-00578,Growth,Churned,2023-11-20,13,102,23.0,4,2024-02-23
CUST-00579,Enterprise,Active,2022-10-01,27,994,84.0,4,2024-07-22
CUST-00580,Professional,Active,2024-01-26,11,302,32.0,8,2024-04-27
CUST-00581,Professional,Active,2022-05-30,31,298,28.0,8,2023-06-24
CUST-00582,Starter,Active,2024-03-03,10,29,90.0,0,2024-07-05
CUST-00583,Enterprise,Active,2023-04-27,20,997,62.0,9,2024-11-30
CUST-00584,Professional,Churned,2024-09-17,3,303,16.0,11,2024-12-14
CUST-00585,Professional,Active,2022-05-21,31,296,25.0,0,2024-08-06
CUST-00586,Professional,Active,2022-06-08,31,300,43.0,0,2023-02-03
CUST-00587,Growth,Churned,2024-06-05,6,99,28.0,1,2024-10-01
CUST-00588,Growth,Active,2023-08-11,16,100,2.0,14,2024-10-24
CUST-00589,Starter,Active,2023-03-02,22,26,44.0,11,2024-05-29
CUST-00590,Growth,Active,2023-08-12,16,103,37.0,4,2024-11-03
CUST-00591,Professional,Trial,2022-11-22,25,299,87.0,6,2024-04-07
CUST-00592,Enterprise,Active,2023-02-19,22,994,70.0,0,2023-08-15
CUST-00593,Starter,Active,2022-05-20,31,29,20.0,1,2023-01-04
CUST-00594,Growth,Active,2023-05-18,19,97,87.0,2,2023-12-19
CUST-00595,Enterprise,Active,2023-04-21,20,1003,54.0,9,2024-05-18
CUST-00596,Starter,Active,2023-03-21,21,25,66.0,0,2024-01-31
CUST-00597,Growth,Active,2022-08-28,28,103,28.0,14,2024-09-01
CUST-00598,Enterprise,Churned,2023-01-26,23,995,39.0,10,2024-09-16
CUST-00599,Growth,Active,2023-10-20,14,98,52.0,6,2023-11-16
CUST-00600,Starter,Active,2024-01-26,11,32,46.0,7,2024-04-13
CUST-00601,Enterprise,Churned,2024-03-09,9,1003,27.0,1,2024-07-07
CUST-00602,Growth,Active,2022-03-12,34,94,93.0,14,2024-10-29
CUST-00603,Enterprise,Active,2024-05-21,7,1002,67.0,8,2024-05-21
CUST-00604,Starter,Active,2024-05-01,8,30,99.0,2,2024-11-02
CUST-00605,Professional,Active,2022-06-11,31,294,85.0,9,2024-03-13
CUST-00606,Professional,Active,2022-01-29,35,298,81.0,6,2024-06-08
CUST-00607,Starter,Active,2024-08-13,4,31,98.0,7,2024-10-14
CUST-00608,Growth,Trial,2023-02-03,23,103,49.0,11,2024-03-29
CUST-00609,Enterprise,Active,2023-05-23,19,1003,33.0,14,2024-07-22
CUST-00610,Starter,Trial,2022-02-08,35,33,29.0,11,2023-12-27
CUST-00611,Starter,Active,2024-01-24,11,28,40.0,8,2024-03-11
CUST-00612,Growth,Active,2022-05-07,32,100,79.0,7,2024-12-05
CUST-00613,Enterprise,Churned,2024-12-21,0,998,22.0,12,2024-12-23
CUST-00614,Professional,Active,2022-06-15,31,300,25.0,11,2023-04-29
CUST-00615,Enterprise,Active,2022-04-02,33,996,80.0,6,2024-04-17
CUST-00616,Enterprise,Active,2023-11-16,13,994,57.0,5,2024-10-22
CUST-00617,Growth,Trial,2024-03-16,9,96,2.0,11,2024-05-13
CUST-00618,Growth,Active,2024-07-21,5,98,60.0,1,2024-09-05
CUST-00619,Professional,Active,2024-10-15,2,295,28.0,4,2024-10-29
CUST-00620,Starter,Active,2022-10-12,27,26,16.0,5,2024-08-09
CUST-00621,Growth,Active,2023-07-24,17,103,99.0,13,2024-04-18
CUST-00622,Enterprise,Active,2024-05-16,7,998,46.0,7,2024-05-26
CUST-00623,Growth,Active,2022-01-20,35,97,77.0,6,2024-03-22
CUST-00624,Growth,Active,2023-06-17,18,94,29.0,1,2023-12-07
CUST-00625,Enterprise,Active,2023-06-25,18,994,36.0,5,2023-11-06
CUST-00626,Starter,Active,2024-03-09,9,25,88.0,1,2024-04-04
CUST-00627,Starter,Churned,2023-07-03,18,31,28.0,3,2024-03-26
CUST-00628,Growth,Active,2022-10-09,27,99,82.0,14,2024-07-22
CUST-00629,Professional,Active,2022-09-20,27,302,72.0,9,2024-05-28
CUST-00630,Starter,Active,2022-01-02,36,27,60.0,12,2024-02-02
CUST-00631,Enterprise,Active,2023-11-12,13,996,81.0,4,2024-01-05
CUST-00632,Professional,Churned,2024-07-27,5,296,18.0,8,2024-09-10
CUST-00633,Enterprise,Active,2022-04-25,32,997,59.0,3,2023-02-03
CUST-00634,Professional,Active,2022-02-01,35,303,13.0,4,2024-07-17
CUST-00635,Enterprise,Active,2023-05-31,19,1001,88.0,14,2024-11-05
CUST-00636,Starter,Active,2022-02-14,35,28,55.0,9,2023-03-17
CUST-00637,Growth,Active,2022-08-11,29,96,97.0,2,2024-11-23
CUST-00638,Starter,Active,2024-01-14,11,30,70.0,11,2024-03-08
CUST-00639,Enterprise,Active,2024-01-14,11,1003,65.0,11,2024-05-24
CUST-00640,Enterprise,Churned,2023-03-25,21,995,10.0,9,2023-11-10
CUST-00641,Starter,Churned,2022-02-25,34,28,27.0,0,2023-05-04
CUST-00642,Enterprise,Active,2023-02-27,22,1001,78.0,3,2023-06-18
CUST-00643,Starter,Active,2024-01-31,11,28,53.0,13,2024-04-03
CUST-00644,Starter,Active,2023-02-26,22,26,72.0,2,2024-01-17
CUST-00645,Growth,Active,2024-09-04,3,94,14.0,10,2024-12-15
CUST-00646,Starter,Active,2022-09-25,27,28,95.0,7,2022-10-27
CUST-00647,Professional,Active,2023-11-28,13,299,61.0,4,2024-05-02
CUST-00648,Professional,Active,2022-01-26,35,294,79.0,2,2023-09-20
CUST-00649,Starter,Active,2022-04-01,33,26,94.0,8,2024-02-02
CUST-00650,Enterprise,Churned,2023-07-22,17,1001,,8,2024-04-01
CUST-00651,Enterprise,Active,2024-10-31,2,1001,83.0,7,2024-12-12
CUST-00652,Growth,Trial,2023-03-22,21,98,90.0,13,2023-08-28
CUST-00653,Starter,Active,2022-02-09,35,32,60.0,1,2022-03-24
CUST-00654,Growth,Active,2024-11-06,1,94,32.0,10,2024-12-18
CUST-00655,Starter,Active,2023-04-23,20,25,18.0,5,2024-08-21
CUST-00656,Starter,Churned,2023-01-10,24,32,11.0,5,2024-05-24
CUST-00657,Starter,Trial,2023-04-20,20,26,93.0,3,2023-10-08
CUST-00658,Growth,Active,2023-03-11,22,98,34.0,14,2024-12-15
CUST-00659,Starter,Active,2022-05-22,31,33,9.0,0,2022-06-26
CUST-00660,Starter,Active,2022-08-20,28,24,11.0,3,2023-06-11
CUST-00661,Professional,Active,2022-11-18,25,303,63.0,8,2023-06-13
CUST-00662,Starter,Active,2024-03-02,10,24,13.0,10,2024-03-12
CUST-00663,Enterprise,Active,2022-11-04,26,994,7.0,2,2024-02-03
CUST-00664,Enterprise,Active,2023-07-24,17,1003,58.0,9,2024-12-06
CUST-00665,Growth,Active,2022-07-28,29,96,45.0,4,2023-01-28
CUST-00666,Enterprise,Active,2022-12-10,25,1000,22.0,0,2024-09-10
CUST-00667,Growth,Active,2023-12-07,13,97,79.0,7,2024-11-10
CUST-00668,Enterprise,Trial,2022-10-03,27,1000,85.0,4,2024-04-12
CUST-00669,Enterprise,Active,2022-02-24,34,1002,41.0,5,2023-02-07
CUST-00670,Enterprise,Churned,2024-03-24,9,1002,28.0,6,2024-11-10
CUST-00671,Starter,Churned,2024-04-16,8,29,2.0,14,2024-12-30
CUST-00672,Professional,Active,2023-08-14,16,296,31.0,10,2024-10-23
CUST-00673,Starter,Active,2022-10-16,26,32,1.0,14,2024-03-21
CUST-00674,Enterprise,Trial,2024-01-24,11,1000,17.0,9,2024-07-19
CUST-00675,Starter,Active,2022-05-12,32,30,67.0,1,2023-02-27
CUST-00676,Growth,Active,2023-02-07,23,98,83.0,13,2023-10-10
CUST-00677,Growth,Churned,2022-11-16,25,103,39.0,14,2024-08-11
CUST-00678,Starter,Active,2022-06-08,31,25,23.0,6,2024-03-10
CUST-00679,Enterprise,Active,2024-07-07,5,997,99.0,8,2024-08-25
CUST-00680,Starter,Churned,2023-12-01,13,24,10.0,13,2024-11-02
CUST-00681,Professional,Active,2022-08-10,29,297,88.0,11,2024-05-19
CUST-00682,Growth,Active,2022-06-25,30,97,78.0,9,2023-11-10
CUST-00683,Starter,Active,2024-05-21,7,28,96.0,0,2024-07-29
CUST-00684,Growth,Active,2023-01-30,23,101,98.0,9,2024-10-14
CUST-00685,Enterprise,Churned,2022-10-14,26,998,26.0,1,2023-06-28
CUST-00686,Professional,Active,2024-12-05,0,298,36.0,9,2024-12-09
CUST-00687,Growth,Churned,2022-04-25,32,99,35.0,11,2024-05-17
CUST-00688,Enterprise,Active,2023-02-10,23,999,50.0,2,2023-09-29
CUST-00689,Growth,Active,2022-11-16,25,95,69.0,12,2023-03-29
CUST-00690,Growth,Active,2023-05-26,19,101,38.0,6,2023-07-17
CUST-00691,Enterprise,Active,2024-07-06,5,1002,16.0,11,2024-08-16
CUST-00692,Professional,Active,2023-09-25,15,297,54.0,12,2024-07-20
CUST-00693,Starter,Churned,2022-12-05,25,30,35.0,13,2023-04-23
CUST-00694,Starter,Active,2022-08-07,29,31,63.0,3,2023-05-20
CUST-00695,Professional,Churned,2024-03-20,9,297,30.0,12,2024-05-23
CUST-00696,Professional,Active,2023-10-28,14,295,93.0,8,2024-11-13
CUST-00697,Enterprise,Active,2024-06-10,6,1003,10.0,4,2024-12-29
CUST-00698,Starter,Active,2024-02-23,10,31,59.0,0,2024-05-28
CUST-00699,Enterprise,Active,2024-02-03,11,996,44.0,11,2024-12-19
CUST-00700,Enterprise,Active,2023-05-03,20,995,53.0,2,2024-02-11
CUST-00701,Enterprise,Active,2022-03-04,34,1000,2.0,11,2024-08-24
CUST-00702,Growth,Active,2022-01-23,35,96,7.0,12,2023-07-19
CUST-00703,Growth,Active,2024-05-30,7,96,35.0,4,2024-10-13
CUST-00704,Professional,Active,2024-03-21,9,294,83.0,14,2024-03-31
CUST-00705,Starter,Churned,2022-10-04,27,25,34.0,11,2024-01-10
CUST-00706,Professional,Active,2024-04-17,8,296,98.0,13,2024-06-02
CUST-00707,Growth,Active,2024-08-04,4,96,26.0,11,2024-08-10
CUST-00708,Starter,Active,2022-03-07,34,33,7.0,3,2023-09-16
CUST-00709,Professional,Trial,2024-04-10,8,300,85.0,14,2024-12-12
